RMSE,MAE,NSE,R2,KGE,MSE,hyperparameter,hypervalue,mission,set_type
0.18858151310257876,0.11574601614373133,0.8916086147102245,0.8916086147102245,0.8619748749105363,0.035562987084058084,n_estimators,10,l30,train
0.37129027412652976,0.24132368233229082,0.5692515319255427,0.5692515319255427,0.6853132104523751,0.1378564676609536,n_estimators,10,l30,val
0.1837330217954129,0.11417942137216304,0.8969957884779859,0.8969957884779859,0.8663030190247076,0.033757823298073676,n_estimators,10,l30,train
0.3446520643375161,0.22661065237201006,0.6303483080239515,0.6303483080239515,0.6993295358439393,0.11878504545211135,n_estimators,10,l30,val
0.18063660715591084,0.11179962299350663,0.898712504168864,0.898712504168864,0.8717586068807623,0.03262958384479886,n_estimators,10,l30,train
0.4014281998305469,0.2513482402150111,0.5313129491423916,0.5313129491423916,0.627768740698073,0.1611445996191935,n_estimators,10,l30,val
0.1839332600636288,0.11552637806233422,0.897183756080821,0.897183756080821,0.8652988712273986,0.033831444157634505,n_estimators,10,l30,train
0.3449869973010422,0.22657680720869097,0.6236372365303827,0.6236372365303827,0.7140790629572857,0.1190160283067893,n_estimators,10,l30,val
0.18178629146005235,0.11265007826795806,0.898440761133063,0.898440761133063,0.8672641508726651,0.033046255762799105,n_estimators,10,l30,train
0.35852300532177167,0.2312415658713105,0.6111639054563508,0.6111639054563508,0.713199309729894,0.12853874534495513,n_estimators,10,l30,val
0.18387596835988182,0.11496854999213771,0.8962553718900115,0.8962553718900115,0.864507785334093,0.033810371740284256,n_estimators,10,l30,train
0.37791792834560156,0.24168650045471993,0.5656177877775608,0.5656177877775608,0.6849832689146498,0.14282196056503124,n_estimators,10,l30,val
0.18617880665703995,0.11566176865970135,0.893827205930123,0.893827205930123,0.8639518909263588,0.03466254804823946,n_estimators,10,l30,train
0.3573174970314596,0.23941868954234352,0.6090092668534369,0.6090092668534369,0.6896042951047296,0.12767579368482712,n_estimators,10,l30,val
0.17826056483793745,0.11232301748264104,0.9033704319297031,0.9033704319297031,0.8657182552943125,0.0317768289763405,n_estimators,10,l30,train
0.3720334372574811,0.23910047828832287,0.5634283803432689,0.5634283803432689,0.6570036062908414,0.13840887843761615,n_estimators,10,l30,val
0.1870058528974832,0.11582768399936591,0.8925699022238629,0.8925699022238629,0.8685597469529414,0.03497118901791512,n_estimators,10,l30,train
0.34844955285963686,0.22651292813075857,0.6318916542914244,0.6318916542914244,0.726331756774575,0.12141709088808088,n_estimators,10,l30,val
0.18651512728659522,0.11564932116518688,0.8931745941239707,0.8931745941239707,0.8643250984678219,0.03478789270673482,n_estimators,10,l30,train
0.37861231363982345,0.24077768807586294,0.5650560782924109,0.5650560782924109,0.6699397675472809,0.14334728403970004,n_estimators,10,l30,val
0.19090682341295903,0.11615937466503974,0.8891371186491276,0.8891371186491276,0.8545338927599485,0.03644541522562673,n_estimators,10,l30,train
0.3656322978715819,0.24010160466015193,0.5782386371033319,0.5782386371033319,0.6778011393163064,0.13368697724685322,n_estimators,10,l30,val
0.18714192902319207,0.11586292564525379,0.8937148947294952,0.8937148947294952,0.8644738361683413,0.03502210159852146,n_estimators,10,l30,train
0.35902614286646567,0.23097791016586097,0.5896308885611015,0.5896308885611015,0.6905833594385556,0.12889977126157182,n_estimators,10,l30,val
0.1822394163771097,0.1130367474758121,0.8980074191797968,0.8980074191797968,0.8757860418679262,0.03321120488146956,n_estimators,10,l30,train
0.39019420073504,0.242236174983959,0.5383878226369979,0.5383878226369979,0.6498329005941621,0.1522515142872567,n_estimators,10,l30,val
0.18696579343130867,0.11646611918118807,0.8924496098331917,0.8924496098331917,0.8621819844617834,0.03495620791339878,n_estimators,10,l30,train
0.35579937376996856,0.23045897593465578,0.6191086168661687,0.6191086168661687,0.6942973535064116,0.1265931943751018,n_estimators,10,l30,val
0.18670151644393856,0.11627779823713984,0.8922477354139893,0.8922477354139893,0.865143878454219,0.034857456242466264,n_estimators,10,l30,train
0.376272603949626,0.24527824192377845,0.5816510238739034,0.5816510238739034,0.6724008031595078,0.14158107248303214,n_estimators,10,l30,val
0.1820690089518884,0.11433470310878024,0.8984577871455731,0.8984577871455731,0.8680953895038324,0.03314912402072282,n_estimators,10,l30,train
0.37697095751370224,0.238565017539043,0.5642045280297858,0.5642045280297858,0.6590641383075854,0.14210710280879751,n_estimators,10,l30,val
0.1827430355105945,0.11524667963069392,0.8955666696625694,0.8955666696625694,0.862987435082354,0.03339501702762641,n_estimators,10,l30,train
0.3807446226293902,0.24082337671450388,0.5896046620492319,0.5896046620492319,0.6485741414353081,0.14496646766119675,n_estimators,10,l30,val
0.18209169894314106,0.11535452574043156,0.8991975764413136,0.8991975764413136,0.8631497511506234,0.03315738682399952,n_estimators,10,l30,train
0.3616673878993314,0.23351966273838629,0.5869453307423025,0.5869453307423025,0.6847762841254861,0.13080329946992544,n_estimators,10,l30,val
0.1913891949753542,0.11767936659364114,0.8889982335604579,0.8889982335604579,0.8651098428459054,0.03662982395331415,n_estimators,10,l30,train
0.3343593470369532,0.22451766394330963,0.6416169506093452,0.6416169506093452,0.7227781918153751,0.11179617295097768,n_estimators,10,l30,val
0.1854909475690567,0.11542033168372477,0.8948521741465795,0.8948521741465795,0.868290094090011,0.03440689163006654,n_estimators,10,l30,train
0.35464006068704573,0.24063757701565477,0.6112541658814128,0.6112541658814128,0.7316335203466813,0.12576957264411148,n_estimators,10,l30,val
0.18519309661946687,0.11562357897214227,0.8933426507443437,0.8933426507443437,0.8647274004379414,0.03429648303550719,n_estimators,10,l30,train
0.3747255232954245,0.24235642210561628,0.5941845192635633,0.5941845192635633,0.6545409854982102,0.14041921780902974,n_estimators,10,l30,val
0.19058223471559477,0.11833240469313579,0.8894743716362854,0.8894743716362854,0.8644907171450786,0.036321588189190054,n_estimators,10,l30,train
0.35794413802381414,0.23250345429220612,0.5965054780083427,0.5965054780083427,0.6960419016839265,0.1281240059456113,n_estimators,10,l30,val
0.18116848088873463,0.11423792131645685,0.8999031654421854,0.8999031654421854,0.8666045830740797,0.032822018467531806,n_estimators,10,l30,train
0.3778936952121778,0.23997934630825088,0.5548613833485236,0.5548613833485236,0.6500174213928422,0.14280364488111433,n_estimators,10,l30,val
0.1838183821107079,0.11646380433306039,0.8977191171730066,0.8977191171730066,0.8704917444177811,0.033789197601798215,n_estimators,10,l30,train
0.34210501849910013,0.22828823718996977,0.6234482868766547,0.6234482868766547,0.7024993837411849,0.11703584368226963,n_estimators,10,l30,val
0.1862312245636872,0.11548986777157015,0.8929323953745203,0.8929323953745203,0.8606404689427684,0.03468206900249049,n_estimators,10,l30,train
0.36778969115725113,0.2420901926214016,0.5975446973787956,0.5975446973787956,0.6943225531667603,0.13526925692154618,n_estimators,10,l30,val
0.1806875138523535,0.11386262086089874,0.8996981631332406,0.8996981631332406,0.867718786349692,0.03264797766214444,n_estimators,10,l30,train
0.3820678608541256,0.24595551408891975,0.558223273720838,0.558223273720838,0.6448095877445195,0.14597585029764748,n_estimators,10,l30,val
0.18254230480582442,0.11486383813736067,0.8984960358639033,0.8984960358639033,0.8660460440774704,0.033321693043822515,n_estimators,10,l30,train
0.36414778332869446,0.23130472293978485,0.5847042752024042,0.5847042752024042,0.6689574017863003,0.13260360810320182,n_estimators,10,l30,val
0.18819092855802766,0.11483876633214932,0.8918342767436348,0.8918342767436348,0.8628394696551475,0.035415825591532675,n_estimators,10,l30,train
0.35445847268570724,0.23471729478643805,0.6105761278140361,0.6105761278140361,0.7130338499730189,0.12564080885868428,n_estimators,10,l30,val
0.1861464032919668,0.11451733270760443,0.8935853449863277,0.8935853449863277,0.8653914913992165,0.03465048345853555,n_estimators,10,l30,train
0.37192917988772906,0.2516959141145271,0.5803076028770326,0.5803076028770326,0.6998325348066682,0.1383313148519587,n_estimators,10,l30,val
0.18477423595502987,0.11492287101826963,0.8951269493150575,0.8951269493150575,0.8637727773957413,0.03414151827276505,n_estimators,10,l30,train
0.3706314038005498,0.23924703216246254,0.5828191429229985,0.5828191429229985,0.6917539882392543,0.13736763748316622,n_estimators,10,l30,val
0.18896187620940036,0.1163108169114554,0.8920321592620268,0.8920321592620268,0.8666875740029738,0.03570659066057674,n_estimators,10,l30,train
0.3602795469542645,0.23333656373810677,0.5797342083231702,0.5797342083231702,0.6628087574796586,0.12980135195357007,n_estimators,10,l30,val
0.17769286597067482,0.11206660725930805,0.9028863577997155,0.9028863577997155,0.8765653770453381,0.0315747546168722,n_estimators,10,l30,train
0.39716241921930545,0.2505271945966573,0.5242322209748256,0.5242322209748256,0.6526018688200097,0.15773798724013133,n_estimators,10,l30,val
0.18738721916944748,0.11416657480071804,0.8922508181333006,0.8922508181333006,0.8680577643150944,0.03511396990805854,n_estimators,10,l30,train
0.39580730513062445,0.2539650270002654,0.5236680937734793,0.5236680937734793,0.6512492650666266,0.15666342279476725,n_estimators,10,l30,val
0.1935584338592506,0.12057381573637674,0.8854874997902558,0.8854874997902558,0.8611199484458588,0.03746486731804588,n_estimators,10,l30,train
0.35291061079830105,0.2306589549679347,0.6151609855752558,0.6151609855752558,0.7180763443247256,0.12454589921402993,n_estimators,10,l30,val
0.18470261106744895,0.11516535320264132,0.8945368363929606,0.8945368363929606,0.8656470714195698,0.03411505453513331,n_estimators,10,l30,train
