RMSE,MAE,NSE,R2,KGE,MSE,hyperparameter,hypervalue,mission,set_type
0.16977480607250856,0.10675842207189559,0.9121497461259737,0.9121497461259737,0.8567728604834982,0.02882348477695789,min_samples_split,2,l30,train
0.34756591756592875,0.2234885230944053,0.6225399779466554,0.6225399779466554,0.6888046437601746,0.120802067053446,min_samples_split,2,l30,val
0.16883233669831124,0.10664364091628438,0.9130255263779219,0.9130255263779219,0.8553902047829083,0.02850435791501193,min_samples_split,2,l30,train
0.33055843059458534,0.21933624572045665,0.6599620368564028,0.6599620368564028,0.6972777666558871,0.1092688760371553,min_samples_split,2,l30,val
0.1607143068324418,0.10324151411458034,0.9198223398076268,0.9198223398076268,0.8622305147377473,0.025829088420632255,min_samples_split,2,l30,train
0.3775476565088374,0.23172431766431612,0.5854176997864855,0.5854176997864855,0.6318975695582923,0.1425422329353151,min_samples_split,2,l30,val
0.16812872297226644,0.10637158289387112,0.9140936977013927,0.9140936977013927,0.855560740889449,0.028267267488285116,min_samples_split,2,l30,train
0.3296494765126025,0.21349136554913445,0.6563582070933947,0.6563582070933947,0.7170147789746765,0.10866877736503286,min_samples_split,2,l30,val
0.16073652792300203,0.10321974975226227,0.9205989321181833,0.9205989321181833,0.8589572609439905,0.025836231408742014,min_samples_split,2,l30,train
0.3455666802730377,0.22395203471353128,0.6387596638076212,0.6387596638076212,0.7080905324964382,0.11941633051492788,min_samples_split,2,l30,val
0.1632976328954548,0.10396107578409551,0.9181769900922934,0.9181769900922934,0.8596908344875378,0.02666611690925872,min_samples_split,2,l30,train
0.36123145917040067,0.23059101283197628,0.6031300896090293,0.6031300896090293,0.6846301780112307,0.13048816709437686,min_samples_split,2,l30,val
0.16601738613070774,0.10482951433165828,0.9155771701629185,0.9155771701629185,0.8579329946533277,0.027561772497672513,min_samples_split,2,l30,train
0.33935831161330043,0.22457218001139498,0.6473248343838989,0.6473248343838989,0.6849816877097581,0.11516406366102994,min_samples_split,2,l30,val
0.16108111274537715,0.10354906290829431,0.9210978706526997,0.9210978706526997,0.8591438774037199,0.025947124883288906,min_samples_split,2,l30,train
0.3468750220926726,0.22488856620127526,0.6204774312972111,0.6204774312972111,0.6652127171404121,0.12032228095179211,min_samples_split,2,l30,val
0.16885566377436573,0.10553780139183493,0.9124115507606239,0.9124115507606239,0.8550296548334353,0.02851223518868165,min_samples_split,2,l30,train
0.33850821100449,0.218219258230732,0.6525964469214816,0.6525964469214816,0.7135398759306684,0.11458780891746033,min_samples_split,2,l30,val
0.1685007484378156,0.10544366381016936,0.9128133284906105,0.9128133284906105,0.8585601644424738,0.028392502224104017,min_samples_split,2,l30,train
0.3593838660929798,0.2321350834045043,0.6081129162575513,0.6081129162575513,0.6753253090380122,0.12915676320793684,min_samples_split,2,l30,val
0.16955278175214542,0.10630420571395001,0.9125513522856,0.9125513522856,0.8571143014465157,0.028748145799890653,min_samples_split,2,l30,train
0.3372111168381987,0.22283328130078128,0.6412586357157315,0.6412586357157315,0.6989223396315851,0.11371133731926529,min_samples_split,2,l30,val
0.16883894106428807,0.10617147047203385,0.913488181168839,0.913488181168839,0.8560600131643787,0.02850658801971014,min_samples_split,2,l30,train
0.3371373523131412,0.22003477188499884,0.638143597841532,0.638143597841532,0.6866800996423853,0.11366159432471509,min_samples_split,2,l30,val
0.16263700446636045,0.1035973430367034,0.9187688348241045,0.9187688348241045,0.8630966334936765,0.02645079522179095,min_samples_split,2,l30,train
0.36926968430608903,0.22980225178979788,0.5865690870494238,0.5865690870494238,0.645928064560251,0.13636009974751864,min_samples_split,2,l30,val
0.16451330932976566,0.10473804370968216,0.9167297720009739,0.9167297720009739,0.8549191108090282,0.02706462894663116,min_samples_split,2,l30,train
0.340347782296726,0.21956829980144954,0.6514728305241066,0.6514728305241066,0.6936328951809627,0.11583661291429961,min_samples_split,2,l30,val
0.1648838939716497,0.1050631440620332,0.9159597789157992,0.9159597789157992,0.8578804577252719,0.027186698491254224,min_samples_split,2,l30,train
0.3575853988167119,0.22949616240008075,0.6221729331771025,0.6221729331771025,0.6747160917013504,0.12786731744690694,min_samples_split,2,l30,val
0.16317810908357008,0.10457737989737512,0.9184360294002977,0.9184360294002977,0.8591055505188752,0.0266270952840895,min_samples_split,2,l30,train
0.35529997996777873,0.22384849263152162,0.6128695841284906,0.6128695841284906,0.6609130653314919,0.12623807576510399,min_samples_split,2,l30,val
0.16326902657970843,0.10441745369422732,0.9166385873913543,0.9166385873913543,0.8591906342652719,0.02665677504028554,min_samples_split,2,l30,train
0.3762527831951106,0.23060895810346174,0.5992308309285614,0.5992308309285614,0.6389388298915449,0.1415661568620669,min_samples_split,2,l30,val
0.1642954558797601,0.1052365024947644,0.9179380596762081,0.9179380596762081,0.8586570966224558,0.0269929968227382,min_samples_split,2,l30,train
0.3474667409421341,0.22342581611187717,0.6187452014880894,0.6187452014880894,0.6866225333495244,0.12073313606094813,min_samples_split,2,l30,val
0.1703933752876894,0.10636217903504504,0.9120166547703009,0.9120166547703009,0.8534617904912675,0.02903390234193137,min_samples_split,2,l30,train
0.32252879991414896,0.21220448151708704,0.6665294200368543,0.6665294200368543,0.7123260039402073,0.10402482677406114,min_samples_split,2,l30,val
0.16593189350168328,0.10511886109248049,0.9158576580239486,0.9158576580239486,0.8573294475195006,0.02753339328105396,min_samples_split,2,l30,train
0.333632828083261,0.22696182907888668,0.6559451244634271,0.6559451244634271,0.7290934223784202,0.11131086397483478,min_samples_split,2,l30,val
0.1656986620262161,0.10490052136951662,0.9146154680620252,0.9146154680620252,0.8572135578781811,0.02745604659727819,min_samples_split,2,l30,train
0.35791144401515385,0.23043242174934675,0.629785665411206,0.629785665411206,0.6566958403862009,0.1281006017570126,min_samples_split,2,l30,val
0.16912310069888792,0.10680646104320016,0.9129629771567408,0.9129629771567408,0.8552216811061714,0.02860262319000618,min_samples_split,2,l30,train
0.33386197356598907,0.21690260541304493,0.6489725763211149,0.6489725763211149,0.6920253372585046,0.11146381739337717,min_samples_split,2,l30,val
